user_id,month,total_income,total_expenses,savings,savings_ratio,debt_ratio,expense_ratio,financial_health
user_0009,2024-06,55714.52,40739.24,14975.28,0.269,28.598836940380405,0.7312139793405591,Moderate
user_0009,2024-07,51522.72,45948.46,5574.26,0.108,26.262219460906355,0.8918096520101184,Moderate
user_0009,2024-08,53350.33,45223.26,8127.06,0.152,28.806296505590577,0.8476661092371789,Moderate
user_0009,2024-09,55468.09,45653.94,9814.15,0.177,28.677641039875,0.8230666913218457,Moderate
user_0009,2024-10,51684.77,41058.69,10626.07,0.206,27.023426509897075,0.7944060922036797,Moderate
user_0009,2024-11,52632.4,41995.32,10637.08,0.202,27.7289994292417,0.797898618140498,Moderate
user_0009,2024-12,51475.13,44552.17,6922.96,0.134,26.688284188404023,0.8655086353880469,Moderate
user_0010,2024-01,46410.27,28891.97,17518.31,0.377,47.74768381595282,0.6225338525512608,Needs Improvement
user_0010,2024-02,48440.53,29713.04,18727.49,0.387,44.77671734128842,0.6133921475302982,Needs Improvement
user_0010,2024-03,47530.22,26490.35,21039.87,0.443,45.804296259759106,0.5573369354778764,Needs Improvement
user_0010,2024-04,46898.53,26215.28,20683.25,0.441,45.3249150136721,0.5589786942323478,Needs Improvement
user_0010,2024-05,49463.23,31492.17,17971.07,0.363,45.688196248685294,0.6366782852905886,Needs Improvement
user_0010,2024-06,45146.17,27019.57,18126.6,0.402,45.873181573489354,0.5984909016051745,Needs Improvement
user_0010,2024-07,49426.0,26800.74,22625.26,0.458,47.595002021842596,0.5422397665610426,Needs Improvement
user_0010,2024-08,45456.43,31651.69,13804.74,0.304,45.82402019131879,0.6963082505596396,Needs Improvement
user_0010,2024-09,48609.73,27963.69,20646.04,0.425,46.96503888404854,0.5752693415731479,Needs Improvement
user_0010,2024-10,45850.66,26828.59,19022.07,0.415,48.4044348344193,0.5851298031463844,Needs Improvement
user_0010,2024-11,49283.45,31110.1,18173.35,0.369,46.954672538457544,0.6312484220514445,Needs Improvement
user_0010,2024-12,48766.0,26384.04,22381.96,0.459,45.60686722395965,0.5410334717060881,Needs Improvement
user_0011,2024-01,53835.61,39076.58,14759.03,0.274,30.359306729621615,0.7258500591365998,Needs Improvement
user_0011,2024-02,52929.38,38778.48,14150.91,0.267,31.77139679083697,0.7326455669121705,Needs Improvement
user_0011,2024-03,54210.95,35246.44,18964.51,0.35,29.86870865418269,0.650172022420057,Needs Improvement
user_0011,2024-04,53417.49,36521.91,16895.57,0.316,31.242851655680585,0.6837070455155908,Needs Improvement
user_0011,2024-05,55411.35,39536.42,15874.93,0.286,30.37946486295242,0.7135075941455282,Needs Improvement
user_0011,2024-06,56634.96,35792.9,20842.06,0.368,30.70763621458017,0.6319930739331766,Needs Improvement
user_0011,2024-07,56508.47,35610.83,20897.64,0.37,29.601261349255736,0.6301857536612012,Needs Improvement
user_0011,2024-08,56962.39,36849.34,20113.05,0.353,31.36937514575729,0.6469064919894411,Needs Improvement
user_0011,2024-09,52253.77,39490.52,12763.25,0.244,30.236536869958137,0.7557448777694316,Needs Improvement
user_0011,2024-10,52420.49,38880.02,13540.47,0.258,30.004597994650197,0.7416951392876728,Needs Improvement
user_0011,2024-11,54236.64,34853.15,19383.49,0.357,29.716156962347757,0.6426126820616083,Needs Improvement
user_0011,2024-12,53749.34,34922.99,18826.35,0.35,32.06846814311326,0.6497380685010521,Needs Improvement
user_0012,2024-01,33166.18,30981.92,2184.26,0.066,39.46012620207253,0.9341418873454937,Needs Improvement
user_0012,2024-02,34218.56,33730.83,487.73,0.014,39.61777851569998,0.9857465409649636,Needs Improvement
user_0012,2024-03,36514.83,29253.34,7261.49,0.199,41.99554182776824,0.8011357764250038,Needs Improvement
user_0012,2024-04,35052.41,33472.34,1580.07,0.045,41.22639934419059,0.9549225883377821,Needs Improvement
user_0012,2024-05,35010.14,29189.08,5821.06,0.166,39.63637349909283,0.8337322718205408,Needs Improvement
user_0012,2024-06,36342.67,30012.01,6330.66,0.174,40.48047328647536,0.8258064928395341,Needs Improvement
user_0012,2024-07,35796.07,30080.3,5715.77,0.16,42.858682062443236,0.8403241320664689,Needs Improvement
user_0012,2024-08,35719.68,31687.91,4031.77,0.113,42.56686060581376,0.8871276126574333,Needs Improvement
user_0012,2024-09,33318.15,29572.04,3746.11,0.112,40.861631488472845,0.8875654285884388,Needs Improvement
user_0012,2024-10,33937.0,32598.47,1338.53,0.039,42.72396253133581,0.9605585134176232,Needs Improvement
user_0012,2024-11,34623.6,30100.88,4522.72,0.131,42.89758877713009,0.8693745753490918,Needs Improvement
user_0012,2024-12,34697.15,31014.17,3682.98,0.106,40.39669030153799,0.8938534616408297,Needs Improvement
user_0013,2024-01,84559.27,51597.89,32961.38,0.39,18.306693246073333,0.6101979215461866,Moderate
user_0013,2024-02,83765.29,49286.13,34479.16,0.412,17.720717317642425,0.5883836818559547,Moderate
user_0013,2024-03,84063.13,49504.03,34559.1,0.411,18.36335088456476,0.5888911024597433,Moderate
user_0013,2024-04,84814.7,52150.16,32664.53,0.385,18.270038918085422,0.6148717667257251,Moderate
user_0013,2024-05,83710.79,54408.21,29302.58,0.35,17.651785649402736,0.6499545263835027,Moderate
user_0013,2024-06,77587.21,49897.16,27690.06,0.357,18.14896373831184,0.6431105869119258,Moderate
user_0013,2024-07,80829.09,53430.22,27398.87,0.339,17.583870955929147,0.6610271366543943,Moderate
user_0013,2024-08,82326.97,47703.99,34622.98,0.421,18.28385013803094,0.5794454263909338,Moderate
user_0013,2024-09,81603.61,47883.59,33720.02,0.413,17.467790342402736,0.5867827879040736,Moderate
user_0013,2024-10,83251.92,50718.87,32533.04,0.391,17.3324284865172,0.609221691333815,Moderate
user_0013,2024-11,85028.17,53085.78,31942.39,0.376,18.65448282776774,0.6243317000888196,Moderate
user_0013,2024-12,80640.27,50642.52,29997.75,0.372,18.548912310152456,0.6280053818033706,Moderate
user_0014,2024-01,56127.97,41784.23,14343.74,0.256,20.337181318729176,0.7444457715549712,Moderate
user_0014,2024-02,55689.45,37099.47,18589.99,0.334,20.240850766817815,0.6661848068429127,Moderate
user_0014,2024-03,53193.62,36423.95,16769.66,0.315,21.84932768485317,0.6847429302979875,Moderate
user_0014,2024-04,54545.22,41431.42,13113.8,0.24,21.56115851187671,0.7595792877558522,Moderate
user_0014,2024-05,56271.36,37337.74,18933.61,0.336,21.329714018420837,0.6635301848008262,Moderate
user_0014,2024-06,56549.0,41976.58,14572.42,0.258,21.41652960730617,0.7423044881432754,Moderate
user_0014,2024-07,58649.43,40711.27,17938.17,0.306,20.52375837640498,0.694145931574693,Moderate
user_0014,2024-08,56818.94,36658.06,20160.88,0.355,21.682732367627835,0.6451733203539711,Moderate
user_0014,2024-09,53856.72,38739.56,15117.16,0.281,21.512455416757714,0.7193077562712265,Moderate
user_0014,2024-10,56532.55,39267.49,17265.06,0.305,20.798602724060668,0.6945996720996137,Moderate
user_0014,2024-11,57972.75,38837.14,19135.61,0.33,21.624867452707303,0.6699206751917808,Moderate
user_0014,2024-12,53681.78,42342.06,11339.71,0.211,21.578775833972347,0.7887604701117279,Moderate
user_0015,2024-01,39633.39,27621.41,12011.98,0.303,30.647366685503517,0.6969226509619568,Moderate
user_0015,2024-02,41781.65,28209.66,13571.99,0.325,32.13708326774274,0.6751685959515641,Moderate
user_0015,2024-03,39693.44,26396.74,13296.71,0.335,30.254179719726807,0.6650150494162492,Moderate
user_0015,2024-04,40207.52,28346.34,11861.18,0.295,32.84294002530273,0.7050009767666597,Moderate
user_0015,2024-05,41619.23,27649.7,13969.53,0.336,33.14475325872093,0.6643490872445558,Moderate
user_0015,2024-06,41833.4,30421.56,11411.84,0.273,31.79547594565138,0.7272073445841305,Moderate
user_0015,2024-07,39948.95,25506.42,14442.53,0.362,32.42486984708499,0.6384752899601346,Moderate
user_0015,2024-08,39385.67,26906.71,12478.96,0.317,31.81095875471826,0.6831599450044264,Moderate
user_0015,2024-09,41199.6,28575.13,12624.47,0.306,30.649762401472827,0.6935779293603515,Moderate
user_0015,2024-10,40443.59,28668.19,11775.4,0.291,33.1977016559808,0.7088437811282429,Moderate
user_0015,2024-11,41867.73,30379.19,11488.53,0.274,32.53942199450259,0.7255992877790866,Moderate
user_0015,2024-12,41311.35,26286.24,15025.11,0.364,32.23652686502078,0.6362959199593624,Moderate
user_0016,2024-01,65535.0,41115.3,24419.7,0.373,49.42446558187182,0.627379207513658,Needs Improvement
user_0016,2024-02,64921.8,38955.56,25966.24,0.4,49.5705495468478,0.6000381915371998,Needs Improvement
user_0016,2024-03,62778.38,42748.68,20029.7,0.319,47.920381483371855,0.6809459255854916,Needs Improvement
user_0016,2024-04,62049.52,39775.89,22273.63,0.359,50.25822605695625,0.6410345831059533,Needs Improvement
user_0016,2024-05,64333.09,38490.71,25842.38,0.402,49.762801932297954,0.5983034720163797,Needs Improvement
user_0016,2024-06,63745.84,43777.62,19968.22,0.313,51.56603682818868,0.686752644010613,Needs Improvement
user_0016,2024-07,64751.64,38902.71,25848.93,0.399,50.64821261805048,0.600798838081847,Needs Improvement
user_0016,2024-08,61737.14,40086.3,21650.84,0.351,48.66520999315247,0.649306068609535,Needs Improvement
user_0016,2024-09,67458.68,36357.37,31101.31,0.461,49.73630159761654,0.5389575763748213,Needs Improvement
user_0016,2024-10,66294.26,40168.89,26125.37,0.394,47.42378149173007,0.6059180400956348,Needs Improvement
user_0016,2024-11,67794.83,40434.74,27360.09,0.404,50.03993644376831,0.5964280284621105,Needs Improvement
user_0016,2024-12,63031.2,40156.64,22874.56,0.363,49.1244671114638,0.6370914595738473,Needs Improvement
user_0017,2024-01,35100.11,20318.53,14781.58,0.421,44.0562403841113,0.5788736025272962,Needs Improvement
user_0017,2024-02,35704.7,20710.23,14994.47,0.42,42.63893162293785,0.5800421570075521,Needs Improvement
user_0017,2024-03,37643.67,20123.49,17520.17,0.465,42.94533999191432,0.5345784913998961,Needs Improvement
user_0017,2024-04,35262.56,20011.07,15251.49,0.433,40.71188417532494,0.5674877764427247,Needs Improvement
user_0017,2024-05,37883.47,20370.63,17512.84,0.462,40.679526084852306,0.5377182020760738,Needs Improvement
user_0017,2024-06,36430.83,23573.23,12857.6,0.353,41.60543201892211,0.6470681931855274,Needs Improvement
user_0017,2024-07,36371.49,20026.34,16345.15,0.449,42.40098281154002,0.5506055056495097,Needs Improvement
user_0017,2024-08,36943.0,22368.6,14574.4,0.395,41.903836076708714,0.6054896462473937,Needs Improvement
user_0017,2024-09,35982.25,20320.57,15661.68,0.435,42.05032108293027,0.5647387463629043,Needs Improvement
user_0017,2024-10,35190.29,23231.82,11958.47,0.34,44.60516780214322,0.660176984459115,Needs Improvement
user_0017,2024-11,38381.7,23666.21,14715.49,0.383,43.04755598205559,0.6166013376660294,Needs Improvement
user_0017,2024-12,37394.82,21108.33,16286.5,0.436,43.17531737669168,0.5644719191407116,Needs Improvement
user_0018,2024-01,64522.9,53688.3,10834.6,0.168,13.29612997755828,0.832081302230906,Moderate
user_0018,2024-02,63396.95,51921.21,11475.74,0.181,13.512420689660939,0.8189859689515807,Moderate
user_0018,2024-03,61934.21,53727.28,8206.94,0.133,13.49707239748867,0.8674894736430859,Moderate
user_0018,2024-04,65525.61,54382.19,11143.41,0.17,12.63761840511709,0.8299380198468119,Moderate
user_0018,2024-05,63794.6,57675.91,6118.69,0.096,13.038758542398277,0.9040876197643405,Moderate
user_0018,2024-06,64905.88,49566.99,15338.89,0.236,12.334675696397131,0.7636748790631529,Moderate
user_0018,2024-07,67815.5,52556.44,15259.06,0.225,13.095784771093378,0.7749915863952074,Moderate
user_0018,2024-08,62086.46,55855.41,6231.05,0.1,13.522692967824668,0.8996390983593313,Moderate
user_0018,2024-09,65300.73,49852.95,15447.78,0.237,13.06792744391112,0.7634363832463871,Moderate
user_0018,2024-10,66536.55,52873.6,13662.95,0.205,13.45434568888173,0.7946549555123891,Moderate
user_0018,2024-11,65773.96,58184.56,7589.4,0.115,13.1220875844388,0.8846139698758473,Moderate
user_0018,2024-12,62420.7,51831.25,10589.46,0.17,12.575466611924835,0.8303534618437539,Moderate
user_0019,2024-01,42835.35,37188.41,5646.94,0.132,35.54819478227644,0.8681710034059583,Moderate
user_0019,2024-02,40333.83,33113.86,7219.96,0.179,35.827834940562866,0.8209948107255874,Moderate
user_0019,2024-03,41046.56,33408.98,7637.58,0.186,35.33938389412694,0.8139287851380368,Moderate
user_0019,2024-04,39261.25,34118.62,5142.63,0.131,34.82216329350575,0.8690151289189393,Moderate
user_0019,2024-05,39704.16,38773.78,930.38,0.023,33.91581891398444,0.9765671810342091,Moderate
user_0019,2024-06,39631.71,33251.65,6380.06,0.161,35.871884350353554,0.8390163563677157,Moderate
user_0019,2024-07,40846.34,35809.97,5036.38,0.123,33.25878918718476,0.8766994671648274,Moderate
user_0019,2024-08,39236.96,34964.52,4272.44,0.109,36.03814009555192,0.891111956470458,Moderate
user_0019,2024-09,42738.28,32425.73,10312.55,0.241,35.066009988259296,0.7587046363224527,Moderate
user_0019,2024-10,42853.47,34555.53,8297.94,0.194,36.08323936234558,0.8063648715834818,Moderate
user_0019,2024-11,39645.46,38425.53,1219.93,0.031,35.81027193280035,0.9692290422079594,Moderate
user_0019,2024-12,42969.13,36596.11,6373.02,0.148,34.454842615260404,0.8516836703540355,Moderate
user_0020,2024-01,42900.81,27215.32,15685.49,0.366,22.62087932150743,0.6343778779661359,Moderate
user_0020,2024-02,41925.21,30006.34,11918.87,0.284,23.99492859529175,0.7157111983640465,Moderate
user_0020,2024-03,39886.63,30192.59,9694.04,0.243,23.555822905050398,0.756960179330387,Moderate
user_0020,2024-04,39307.09,27851.64,11455.45,0.291,22.507208487058172,0.7085652809084362,Moderate
user_0020,2024-05,40296.35,31246.59,9049.76,0.225,23.335487995193272,0.7754199134072285,Moderate
user_0020,2024-06,41994.54,31210.52,10784.02,0.257,22.724478140900292,0.7432043193698613,Moderate
user_0020,2024-07,42340.45,28121.24,14219.21,0.336,23.85718611874473,0.6641696239210958,Moderate
user_0020,2024-08,39787.4,31045.64,8741.75,0.22,22.35997806954091,0.780288421554849,Moderate
user_0020,2024-09,40385.66,29954.35,10431.31,0.258,22.762562454199532,0.741707503687803,Moderate
user_0020,2024-10,41544.64,28178.47,13366.17,0.322,23.56462051426246,0.6782697683339936,Moderate
user_0020,2024-11,39983.33,25978.05,14005.28,0.35,22.546697564766284,0.6497219583988536,Moderate
user_0020,2024-12,40994.3,26602.43,14391.87,0.351,22.672932124312453,0.6489299930899661,Moderate
user_0021,2024-01,78804.36,62843.76,15960.6,0.203,29.12966630927935,0.797465559425679,Moderate
user_0021,2024-02,82659.89,64144.81,18515.08,0.224,29.171557569915635,0.7760088550188412,Moderate
user_0021,2024-03,80911.83,67834.74,13077.09,0.162,29.46995082013664,0.8383785236082194,Moderate
user_0021,2024-04,78889.92,69011.02,9878.9,0.125,27.46579221041328,0.8747761017951317,Moderate
user_0021,2024-05,81126.6,71171.89,9954.71,0.123,27.555486294508075,0.8772941243593021,Moderate
user_0021,2024-06,78551.76,75552.64,2999.13,0.038,28.660015855604478,0.9618197513005062,Moderate
user_0021,2024-07,79615.99,74599.77,5016.22,0.063,29.516647833188586,0.9369948280201064,Moderate
user_0021,2024-08,80253.78,73053.62,7200.16,0.09,29.94161770716466,0.9102826048253977,Moderate
user_0021,2024-09,79257.33,68603.83,10653.5,0.134,28.559812548004587,0.8655834309100572,Moderate
user_0021,2024-10,83315.5,71665.88,11649.63,0.14,27.6849731159685,0.8601745591880223,Moderate
user_0021,2024-11,82489.68,68679.0,13810.67,0.167,27.64317316026392,0.8325769439553433,Moderate
user_0021,2024-12,79996.25,67804.81,12191.44,0.152,29.98028025570764,0.847599886142139,Moderate
user_0022,2024-01,68843.45,62594.32,6249.13,0.091,32.638205571765916,0.9092270163469608,Needs Improvement
user_0022,2024-02,67783.66,64302.77,3480.89,0.051,32.49193772863929,0.9486470583047831,Needs Improvement
user_0022,2024-03,69459.82,58398.33,11061.49,0.159,33.61228429329261,0.8407498482538238,Needs Improvement
user_0022,2024-04,69559.33,55146.32,14413.01,0.207,31.247299103415404,0.7927954185939291,Needs Improvement
user_0022,2024-05,69509.36,62048.85,7460.5,0.107,32.358924717695146,0.8926691108688004,Needs Improvement
user_0022,2024-06,69010.07,54835.0,14175.07,0.205,31.908190424223832,0.7945941572016418,Needs Improvement
user_0022,2024-07,74064.38,56913.17,17151.22,0.232,34.035011438880396,0.7684282879771736,Needs Improvement
user_0022,2024-08,70838.63,54987.52,15851.11,0.224,33.72028871187912,0.7762363906456018,Needs Improvement
user_0022,2024-09,70662.16,61221.82,9440.34,0.134,34.02069245867202,0.866401757853861,Needs Improvement
user_0022,2024-10,67752.2,54018.38,13733.82,0.203,33.16640417172079,0.7972933344373516,Needs Improvement
user_0022,2024-11,69395.6,55047.9,14347.71,0.207,30.956183236203003,0.7932476128383458,Needs Improvement
user_0022,2024-12,67551.23,61983.49,5567.74,0.082,31.264699915156925,0.9175775045171422,Needs Improvement
user_0023,2024-01,47330.83,36698.03,10632.8,0.225,26.907819049901686,0.7753514483688067,Moderate
user_0023,2024-02,45238.62,37974.54,7264.07,0.161,25.77539294115279,0.8394275787722331,Moderate
user_0023,2024-03,48727.67,38763.74,9963.93,0.204,26.91998275404915,0.7955180077111094,Moderate
